city,state,lat,lng
Tolani Lake,AZ,35.4347308,-110.8445833
Valle,AZ,35.6536071,-112.1384988
Springerville,AZ,34.1333799,-109.2859196
Alpine,AZ,33.8481076,-109.1431325
Concho,AZ,34.4753132,-109.6059405
Cornfields,AZ,35.652235,-109.6792759
Cottonwood,AZ,36.0730594,-109.8923374
Greer,AZ,34.0100477,-109.4587014
Klagetoh,AZ,35.501962,-109.5281609
Lupton,AZ,35.3539127,-109.0537017
Nutrioso,AZ,33.953106,-109.2092478
Red Rock,AZ,36.6044451,-109.0606531
Sanders,AZ,35.2164137,-109.3337118
Sehili,AZ,36.2797254,-109.1678777
Toyei,AZ,35.7025091,-109.9381725
Vernon,AZ,34.2575429,-109.692878
Wide Ruins,AZ,35.4194639,-109.4964948
Camp Verde,AZ,34.5636358,-111.8543178
Chino Valley,AZ,34.7575227,-112.4537809
Clarkdale,AZ,34.7711319,-112.0579367
Miami,AZ,33.3992217,-110.8687232
Payson,AZ,34.2308684,-111.3251355
Star Valley,AZ,34.2550351,-111.2584672
Winkelman,AZ,32.9875659,-110.7709387
Carrizo,AZ,33.9939364,-110.2887199
Cedar Creek,AZ,33.8956044,-110.1737157
Christopher Creek,AZ,34.3153145,-111.0170742
Cutter,AZ,33.3528348,-110.6526053
Jakes Corner,AZ,34.0105961,-111.3192999
Kohls Ranch,AZ,34.325313,-111.094298
Roosevelt,AZ,33.6675484,-111.1342893
Rye,AZ,34.1094822,-111.3537462
Tonto Village,AZ,34.316146,-111.1320764
Washington Park,AZ,34.4244738,-111.2676359
Parker,AZ,34.1500162,-114.2891177
Brenda,AZ,33.6797515,-113.9446616
Cienega Springs,AZ,34.1886271,-114.2246714
La Paz Valley,AZ,33.5769712,-114.2418914
Utting,AZ,33.8389157,-113.8868829
Vicksburg,AZ,33.7444747,-113.7521564
Paradise Valley,AZ,33.5311541,-111.9426452
Carefree,AZ,33.8222611,-111.918203
Cave Creek,AZ,33.8333333,-111.9508333
Wickenburg,AZ,33.9686412,-112.729622
Youngtown,AZ,33.5939281,-112.3029362
Aguila,AZ,33.9428069,-113.1740805
Anthem,AZ,33.8672581,-112.1468235
Arlington,AZ,33.3255978,-112.7640604
Citrus Park,AZ,33.5486504,-112.4443298
Kaka,AZ,32.5097805,-112.3165308
Komatke,AZ,33.2933797,-112.1754274
Morristown,AZ,33.8566993,-112.6232297
Theba,AZ,32.9194921,-112.8946145
Tonopah,AZ,33.49365,-112.9371249
Wintersburg,AZ,33.4244845,-112.8679544
Wittmann,AZ,33.7764231,-112.5285046
Clifton,AZ,33.0508966,-109.2961826
Franklin,AZ,32.6775723,-109.0792285
York,AZ,32.8936777,-109.2028447
Pima,AZ,32.8961755,-109.8275815
Thatcher,AZ,32.8492323,-109.7592479
Bryce,AZ,32.9289524,-109.8278595
Bylas,AZ,33.134281,-110.120044
Central,AZ,32.8675652,-109.7928591
Fort Thomas,AZ,33.0370042,-109.9653612
San Jose,AZ,32.8200654,-109.5920211
Solomon,AZ,32.8125658,-109.6339667
Wellton,AZ,32.6728256,-114.1468821
Aztec,AZ,32.8244925,-113.449913
Dateland,AZ,32.7964368,-113.5410275
Martinez Lake,AZ,32.9866678,-114.4668565
Mammoth,AZ,32.722568,-110.6406547
Superior,AZ,33.293945,-111.0962305
Cactus Forest,AZ,32.9600648,-111.3198392
Kohatk,AZ,32.5783923,-112.0056912
Picacho,AZ,32.716176,-111.4953971
Red Rock,AZ,32.5761802,-111.3256659
Saddlebrooke,AZ,32.5385117,-110.8581257
Tat Momoli,AZ,32.6042274,-111.8831868
Vaiva Vo,AZ,32.7178334,-111.9265208
Marana,AZ,32.436738,-111.2253822
Oro Valley,AZ,32.3909071,-110.966488
Ak Chin,AZ,32.2875683,-112.0090238
Ali Chuk,AZ,31.8150745,-112.5568109
Ali Chukson,AZ,31.9136888,-111.7992876
Ali Molina,AZ,31.9000783,-111.7742868
Anegam,AZ,32.3728432,-112.0309692
Arivaca,AZ,31.5748121,-111.3323208
Arivaca Junction,AZ,31.7273097,-111.0612026
Charco,AZ,32.250618,-112.6059776
Chiawuli Tak,AZ,31.9356327,-111.7809543
Comobabi,AZ,32.05813,-111.8001234
Cowlic,AZ,31.8084129,-111.9890131
Gu Oidak,AZ,31.9217424,-112.0434603
Haivana Nakya,AZ,32.0067425,-111.7137309
Ko Vaya,AZ,32.0770176,-111.8954041
Maish Vaya,AZ,32.1670139,-112.1273561
Nolic,AZ,32.0353511,-111.9526266
Rillito,AZ,32.4147944,-111.1562145
San Miguel,AZ,31.6128643,-111.7820604
South Komelik,AZ,31.7223058,-111.772895
Summerhaven,AZ,32.438687,-110.7598173
Topawa,AZ,31.8139694,-111.8256756
Ventana,AZ,32.4661714,-112.2431958
Wahak Hotrontk,AZ,32.1828444,-112.3656941
Why,AZ,32.268672,-112.7387586
Willow Canyon,AZ,32.3886863,-110.6987011
Bowie,AZ,32.3264652,-109.4870088
Dragoon,AZ,32.0281367,-110.0386795
Elfrida,AZ,31.6853714,-109.6870138
Mcneal,AZ,31.6012067,-109.6700697
Mescal,AZ,31.9900824,-110.4353531
Miracle Valley,AZ,31.3792677,-110.153411
Palominas,AZ,31.3798232,-110.1184106
San Simon,AZ,32.2678563,-109.2275596
Sunizona,AZ,31.8820329,-109.6533992
Patagonia,AZ,31.5395378,-110.7561963
Beyerville,AZ,31.3903757,-110.8784194
Kino Springs,AZ,31.3631549,-110.8100846
Colorado City,AZ,36.9902621,-112.9757702
Antares,AZ,35.419715,-113.8085563
Beaver Dam,AZ,36.8994213,-113.9327433
Cane Beds,AZ,36.9463736,-112.8943777
Centennial Park,AZ,36.9538064,-112.981325
Chloride,AZ,35.4144379,-114.1994006
Crozier,AZ,35.4249939,-113.6493854
Golden Shores,AZ,34.7818825,-114.4777467
Hackberry,AZ,35.3691614,-113.7271643
Katherine,AZ,35.2222207,-114.5619097
Littlefield,AZ,36.8871992,-113.9296876
Mcconnico,AZ,35.1438892,-114.0935631
Meadview,AZ,36.0022091,-114.0682936
Moccasin,AZ,36.9094295,-112.7588162
Oatman,AZ,35.0263915,-114.3835698
Topock,AZ,34.7183405,-114.4871836
Truxton,AZ,35.4849925,-113.563551
Valentine,AZ,35.3874951,-113.6577185
White Hills,AZ,35.7380448,-114.3974662
Wikieup,AZ,34.7033462,-113.6113242
Yucca,AZ,34.8722287,-114.1493965
Gila Crossing,AZ,33.2767135,-112.1668159
Casa Blanca,AZ,33.1203303,-111.8881936
Santa Cruz,AZ,33.2281032,-112.1665374
Sweetwater,AZ,33.1316927,-111.844717
Rio Rico,AZ,31.4714828,-110.9764769
Fort Mohave,AZ,35.0003955,-114.57485
Polacca,AZ,35.8366716,-110.3815198
Hibbard,AZ,34.9700233,-110.5184618
Penzance,AZ,34.9053033,-110.2548458
Aripine,AZ,34.4083712,-110.4309553
Old Oraibi,AZ,35.8763922,-110.6404148
Manila,AZ,34.9650237,-110.4134598
Overgaard,AZ,34.3908717,-110.5531791
Heber,AZ,34.4314262,-110.5940135
North Rim,AZ,36.2105382,-112.0612802
Leupp Corner,AZ,35.0741838,-110.8579162
Two Guns,AZ,35.1177914,-111.0934765
Willaha,AZ,35.7619357,-112.2640586
Marble Canyon,AZ,36.8155432,-111.6376612
Bellemont,AZ,35.2380657,-111.8334974
Red Lake,AZ,36.3224925,-110.9493112
Canyon Diablo,AZ,35.1627902,-111.117644
Mormon Lake,AZ,34.9083543,-111.4632051
Quivero,AZ,35.532501,-112.1907221
Happy Jack,AZ,34.7433546,-111.4073685
Winona,AZ,35.2050122,-111.4082096
Salina,AZ,36.022227,-109.8673365
Chambers,AZ,35.1886352,-109.4331614
Pinta,AZ,35.0822462,-109.630668
Mexican Water,AZ,36.9669462,-109.6378902
Nelson,AZ,35.5141598,-113.3202086
Pica,AZ,35.4572187,-113.1371432
Yampai,AZ,35.489439,-113.2004805
Flores,AZ,34.0625279,-112.8215694
Hillside,AZ,34.4183566,-112.9171296
Rock Springs,AZ,34.0489225,-112.1484926
Bumble Bee,AZ,34.2008645,-112.1529372
Cleator,AZ,34.2786409,-112.2329398
Perkinsville,AZ,34.9016864,-112.1912765
Skull Valley,AZ,34.5053024,-112.6854541
Iron Springs,AZ,34.584746,-112.5698948
Kirkland,AZ,34.4175251,-112.7121218
Wagoner,AZ,34.2136393,-112.5357279
Central Heights,AZ,33.412555,-110.8148328
Midland City,AZ,33.4119993,-110.8242775
Hope,AZ,33.7230865,-113.7024321
Laveen,AZ,33.3628228,-112.169317
Palo Verde,AZ,33.3480976,-112.6773908
Sentinel,AZ,32.8581047,-113.2132371
Midway,AZ,32.6336641,-112.8551604
Piedra,AZ,32.9047709,-112.9854509
Camp Creek,AZ,33.9117056,-111.816813
Bosque,AZ,32.9664337,-112.5982151
Sunflower,AZ,33.8642086,-111.4676349
Tortilla Flat,AZ,33.5264365,-111.3898523
Sheldon,AZ,32.8147905,-109.1722877
Granville,AZ,33.1889507,-109.3825756
Geronimo,AZ,33.0770031,-110.0350848
Tanque,AZ,32.6089575,-109.5381267
Artesia,AZ,32.6981232,-109.7075779
Roll,AZ,32.7517127,-113.9890993
Growler,AZ,32.8156012,-113.7990931
Horn,AZ,32.9447679,-113.5032495
Kinter,AZ,32.7572679,-114.3980011
Kofa,AZ,32.8819899,-113.6465878
Ligurta,AZ,32.6744925,-114.2949421
Mohawk,AZ,32.7267144,-113.7552022
Blaisdell,AZ,32.712547,-114.4266129
Randolph,AZ,32.9170064,-111.5148453
Sonora,AZ,33.1653384,-110.9959472
Toltec,AZ,32.7922834,-111.6148463
North Komelik,AZ,32.5078406,-111.946523
Kelvin,AZ,33.1114513,-110.9734458
Olberg,AZ,33.0922784,-111.6862425
Oracle Junction,AZ,32.5550722,-110.933438
Bon,AZ,32.971443,-111.9084699
Magma,AZ,33.1317239,-111.4992935
Ray,AZ,33.1833933,-110.9976141
Florence Junction,AZ,33.2594994,-111.3370717
Lukeville,AZ,31.8825681,-112.8157127
Sasabe,AZ,31.4887016,-111.5420505
Sil Nakya,AZ,32.221739,-111.8165159
Cortaro,AZ,32.3561848,-111.0884337
Schuchk,AZ,32.1211858,-111.6831754
Quijotoa,AZ,32.1272924,-112.1381886
San Luis,AZ,32.0803504,-111.955128
Continental,AZ,31.8523066,-110.9748125
Pantano,AZ,31.9995262,-110.5800789
Paul Spur,AZ,31.3662127,-109.7345151
Pearce,AZ,31.9050865,-109.8206232
Portal,AZ,31.9137028,-109.1414495
Curtiss,AZ,31.88453,-110.2297962
Lewis Springs,AZ,31.5812057,-110.1420227
Lochiel,AZ,31.3356566,-110.6239709
Mount Trumbull,AZ,36.4119253,-113.3254964
Franconia,AZ,34.7394521,-114.2682879
Griffith,AZ,35.0666697,-114.1166191
Harris,AZ,35.136945,-114.0838407
Walapai,AZ,35.3444389,-113.8841137
Berry,AZ,35.2527739,-113.9718931
Santan,AZ,33.1758862,-111.7993025
Bacavi,AZ,35.92370605,-110.6572876
Big Springs,AZ,36.60168457,-112.3499146
Double Adobe,AZ,31.4666748,-109.6900024
Carmen,AZ,31.58728027,-111.0527954
Nicksville,AZ,31.43847656,-110.2489014
Tumacacori,AZ,31.56872559,-111.0523071
Forest Lakes Estates,AZ,34.33892822,-110.7998047
Goleta,CA,34.4358295,-119.8276389
Edgewood,CA,41.4582041,-122.4316846
Macdoel,CA,41.8268154,-122.0052851
Mccloud,CA,41.2557119,-122.1394487
Gazelle,CA,41.5207015,-122.5202995
Greenview,CA,41.5506937,-122.905589
Grenada,CA,41.6470887,-122.5200223
Hornbrook,CA,41.9101394,-122.5558584
Klamath,CA,41.5265092,-124.0384069
Bayview,CA,40.7726266,-124.1839502
Mckinleyville,CA,40.9465152,-124.1006205
Hydesville,CA,40.5476338,-124.097272
Hayfork,CA,40.5543106,-123.1830839
Lewiston,CA,40.7073681,-122.8075227
Cottonwood,CA,40.3857087,-122.2808356
Big Bend,CA,41.0207132,-121.911107
Burney,CA,40.8823811,-121.6608205
Fall River Mills,CA,41.0046076,-121.4383139
Mcarthur,CA,41.0501635,-121.3991469
French Gulch,CA,40.7007031,-122.6383512
Los Molinos,CA,40.0212684,-122.1002666
Manton,CA,40.4351568,-121.8699903
Clio,CA,39.7432328,-120.5802171
Crescent Mills,CA,40.0965579,-120.9107882
Cromberg,CA,39.8601738,-120.6916117
Almanor,CA,40.2173857,-121.1741296
Beckwourth,CA,39.8201799,-120.3788225
Belden,CA,40.0059971,-121.2491316
Blairsden,CA,39.7810095,-120.6166077
Canyondam,CA,40.1718324,-121.0727378
Caribou,CA,40.0804428,-121.1577397
Chester,CA,40.3062736,-121.2319098
East Quincy,CA,39.9340591,-120.8980083
Graeagle,CA,39.7662874,-120.6185519
Greenville,CA,40.1396126,-120.9510675
Hamilton Branch,CA,40.274887,-121.0913504
Indian Falls,CA,40.0568353,-120.9638446
Johnsville,CA,39.7607303,-120.6954985
Keddie,CA,40.0148913,-120.9610663
La Porte,CA,39.6821146,-120.9841206
Lake Davis,CA,39.8726783,-120.4788267
Magalia,CA,39.8121058,-121.5783059
Covelo,CA,39.7929324,-123.2480687
Laytonville,CA,39.6882116,-123.4827942
Hamilton City,CA,39.7426598,-122.0135914
Loma Rica,CA,39.3118348,-121.4177419
Clearlake Oaks,CA,39.0262841,-122.6719304
Cobb,CA,38.8221258,-122.7230451
Lower Lake,CA,38.9104546,-122.6102614
Lucerne,CA,39.0901709,-122.7963806
Hidden Valley Lake,CA,38.8079573,-122.5583155
Kelseyville,CA,38.9779531,-122.8394375
Alta Sierra,CA,39.1415618,-121.0538368
Lake Of The Pines,CA,39.0396185,-121.0566129
Arbuckle,CA,39.0173963,-122.0577477
Foresthill,CA,39.0201768,-120.8179891
Granite Bay,CA,38.7632346,-121.1638361
Kings Beach,CA,39.2376846,-120.0265798
El Dorado Hills,CA,38.6857367,-121.082167
Georgetown,CA,38.9068445,-120.8385462
Bear Valley,CA,38.4646337,-120.0399088
Markleeville,CA,38.6949057,-119.7801768
Esparto,CA,38.6921258,-122.0171925
Angwin,CA,38.5757402,-122.4499796
Bodega Bay,CA,38.33325,-123.0480571
Boyes Hot Springs,CA,38.3138029,-122.4819253
El Verano,CA,38.2976922,-122.491648
Eldridge,CA,38.348802,-122.510815
Forestville,CA,38.4735237,-122.8902721
Glen Ellen,CA,38.3640795,-122.5241487
Graton,CA,38.4363022,-122.8697158
Guerneville,CA,38.5018575,-122.9961102
Carmichael,CA,38.617127,-121.3282843
Fair Oaks,CA,38.6446264,-121.2721718
Florin,CA,38.4960187,-121.4088416
Foothill Farms,CA,38.678773,-121.351144
Gold River,CA,38.6262937,-121.2466156
Kirkwood,CA,38.7026857,-120.0726855
Elmira,CA,38.3482442,-121.9099638
Green Valley,CA,38.2529705,-122.1621917
Copperopolis,CA,37.9810358,-120.6418716
Arnold,CA,38.2554729,-120.3510307
Avery,CA,38.204363,-120.3699194
Forest Meadows,CA,38.1679751,-120.4054756
Columbia,CA,38.0363119,-120.4013061
Chinese Camp,CA,37.8710381,-120.4332511
East Sonora,CA,37.9777024,-120.361304
Jamestown,CA,37.9532584,-120.4226952
Bolinas,CA,37.9093702,-122.6863733
Inverness,CA,38.1010337,-122.8569377
Kentfield,CA,37.9521465,-122.5571997
Lagunitas-Forest Knolls,CA,38.0180254,-122.691301
Farmington,CA,37.929925,-121.0002168
French Camp,CA,37.8840922,-121.2710555
Clyde,CA,38.0254763,-122.029407
Crockett,CA,38.0524208,-122.2130236
Alamo,CA,37.8502033,-122.032184
Bethel Island,CA,38.0149216,-121.6405085
Byron,CA,37.8671477,-121.6380069
El Sobrante,CA,37.9771452,-122.2952474
Kensington,CA,37.9104805,-122.2802471
Knightsen,CA,37.9688117,-121.6680084
Empire,CA,37.6382642,-120.9021536
Grayson,CA,37.5638204,-121.1793811
Hickman,CA,37.6235429,-120.7538163
Keyes,CA,37.5565994,-120.9154858
Ashland,CA,37.6946528,-122.1138531
Castro Valley,CA,37.6940973,-122.0863522
Bootjack,CA,37.4649385,-119.8865571
Mariposa,CA,37.4849377,-119.9662843
Broadmoor,CA,37.6866,-122.4827509
El Granada,CA,37.5027185,-122.4694214
Highlands-Baywood Park,CA,37.522645,-122.344766
Le Grand,CA,37.228554,-120.2482336
Auberry,CA,37.0807823,-119.4854113
Biola,CA,36.8021676,-120.0162684
Bowles,CA,36.6041167,-119.7509723
Cantua Creek,CA,36.50134,-120.3162666
Caruthers,CA,36.5427271,-119.8331965
Easton,CA,36.6502271,-119.7906977
Malaga,CA,36.6835611,-119.7337514
Friant,CA,36.9877274,-119.7118118
Lanare,CA,36.4305054,-119.9309749
Laton,CA,36.4332835,-119.686799
Alum Rock,CA,37.3660513,-121.8271756
Cambrian Park,CA,37.2568879,-121.930789
Big Pine,CA,37.1649307,-118.289546
Cartago,CA,36.3207709,-118.0264725
Lone Pine,CA,36.6060444,-118.0628654
Valley Wells,CA,35.8282862,-117.331723
Independence,CA,36.8027102,-118.2000951
Keeler,CA,36.4871576,-117.8739694
Corralitos,CA,36.988562,-121.8063418
Aptos,CA,36.9771729,-121.8994016
Ben Lomond,CA,37.0891143,-122.0863528
Boulder Creek,CA,37.1260578,-122.1221869
Felton,CA,37.0513374,-122.0732973
Freedom,CA,36.9352303,-121.7730065
Interlaken,CA,36.9513409,-121.7338382
Chualar,CA,36.5705171,-121.5185514
Aromas,CA,36.8885646,-121.6430011
Bradley,CA,35.8632993,-120.8007321
Castroville,CA,36.7657904,-121.758005
Elkhorn,CA,36.8243999,-121.7405047
Alpaugh,CA,35.8877316,-119.4873422
East Porterville,CA,36.0574518,-118.9756551
London,CA,36.4760619,-119.4431785
Goshen,CA,36.3510616,-119.4201204
Ivanhoe,CA,36.3871725,-119.2178889
Lemon Cove,CA,36.378978,-119.0312445
Armona,CA,36.3157833,-119.7084642
Home Garden,CA,36.3032834,-119.6362393
Kettleman City,CA,36.0082865,-119.9617998
Lemoore Station,CA,36.2632757,-119.9048457
Crestline,CA,34.2419509,-117.2855993
Big Bear City,CA,34.2611183,-116.84503
Big River,CA,34.1400159,-114.3613425
Bloomington,CA,34.07029,-117.3958797
Bluewater,CA,34.1744603,-114.2713396
Johannesburg,CA,35.3727406,-117.6347823
Joshua Tree,CA,34.134728,-116.3130661
Lake Arrowhead,CA,34.2483396,-117.1892078
Lenwood,CA,34.8766497,-117.1039314
Los Osos,CA,35.3110858,-120.8324006
Cambria,CA,35.5641381,-121.0807468
Cayucos,CA,35.4427512,-120.8921254
Lake Nacimiento,CA,35.7283018,-120.879626
Bear Valley Springs,CA,35.1591307,-118.6284245
Bodfish,CA,35.588009,-118.4920303
Boron,CA,34.9994202,-117.6497822
Buttonwillow,CA,35.400517,-119.4695619
Edwards Air Force Base,CA,34.9044901,-117.9294619
Lost Hills,CA,35.616349,-119.6942941
Mckittrick,CA,35.3055201,-119.6226239
Fellows,CA,35.1785779,-119.5412328
Ford City,CA,35.1544112,-119.4562299
Frazier Park,CA,34.8227556,-118.9448219
Golden Hills,CA,35.142465,-118.4903643
Inyokern,CA,35.6468991,-117.8125674
Keene,CA,35.2235728,-118.5623117
Kernville,CA,35.7546732,-118.4253627
Lake Isabella,CA,35.6180087,-118.473141
Lake Of The Woods,CA,34.8174781,-118.9964906
Lamont,CA,35.2596833,-118.9142666
Lebec,CA,34.8416435,-118.8648189
Los Alamos,CA,34.7444264,-120.2782114
Isla Vista,CA,34.4133292,-119.8609718
Casa Conejo,CA,34.1836165,-118.9434316
El Rio,CA,34.235783,-119.16383
Citrus,CA,34.1150082,-117.8917287
Acton,CA,34.469994,-118.1967418
Altadena,CA,34.1897275,-118.1311819
Charter Oak,CA,34.1030645,-117.8458938
Marina Del Rey,CA,33.9802893,-118.4517449
Hacienda Heights,CA,33.9930677,-117.9686755
Lake Los Angeles,CA,34.6124905,-117.8281193
Lennox,CA,33.9380695,-118.3525752
Bermuda Dunes,CA,33.7427991,-116.2891752
Cabazon,CA,33.9175154,-116.7872399
Cherry Valley,CA,33.9725153,-116.9772484
El Cerrito,CA,33.8405721,-117.5228254
Glen Avon,CA,34.0116799,-117.4847714
Highgrove,CA,34.0158479,-117.3333772
Home Gardens,CA,33.8780714,-117.5208816
Homeland,CA,33.7430759,-117.1091967
Lakeland Village,CA,33.6386334,-117.3439286
Lakeview,CA,33.8386295,-117.1180873
Alpine,CA,32.8350521,-116.7664109
Bonita,CA,32.6578318,-117.0300269
Bonsall,CA,33.2889226,-117.2255903
Borrego Springs,CA,33.2558717,-116.375012
Bostonia,CA,32.8075509,-116.9364153
Fallbrook,CA,33.3764196,-117.2511466
Harbison Canyon,CA,32.8203296,-116.8300236
Jamul,CA,32.7169988,-116.8761347
Julian,CA,33.0786552,-116.6019637
La Presa,CA,32.7081085,-116.9972487
Lake San Marcos,CA,33.1261506,-117.2083682
Lakeside,CA,32.8572718,-116.9222488
Bombay Beach,CA,33.3508667,-115.7297152
Heber,CA,32.7308911,-115.529718
Mount Hebron,CA,41.7870939,-122.0041737
Tennant,CA,41.5837652,-121.9133367
Dorris,CA,41.9673696,-121.91806
Dunsmuir,CA,41.2082089,-122.2719529
Crescent City,CA,41.7559481,-124.2017474
Alturas,CA,41.4871146,-120.5424555
Cutten,CA,40.7698498,-124.1428379
Myrtletown,CA,40.7887388,-124.1303382
Redway,CA,40.1201443,-123.8233635
Willow Creek,CA,40.9395774,-123.6314412
Arcata,CA,40.8665166,-124.0828396
Blue Lake,CA,40.8829072,-123.9839488
Weaverville,CA,40.7309778,-122.9419708
Westwood,CA,40.3059999,-121.0057931
Shingletown,CA,40.4923784,-121.8891586
Millville,CA,40.5493195,-122.1752786
Montgomery Creek,CA,40.8415447,-121.9236074
Palo Cedro,CA,40.5637631,-122.2388916
Round Mountain,CA,40.7940442,-121.9419412
Anderson,CA,40.448208,-122.2977815
Mineral,CA,40.3476588,-121.5949804
Rancho Tehama Reserve,CA,40.015688,-122.400717
Corning,CA,39.9276572,-122.1791556
Delleker,CA,39.8087896,-120.4979932
Spring Garden,CA,39.8948939,-120.7860601
Meadow Valley,CA,39.9296124,-121.0607909
Paxton,CA,40.0379464,-120.9949562
Prattville,CA,40.208775,-121.1566291
Quincy,CA,39.9368363,-120.9471764
Tobin,CA,39.9379409,-121.3085769
Twain,CA,40.0201673,-121.0719031
Storrie,CA,39.9173852,-121.3232992
Taylorsville,CA,40.0754477,-120.8396752
Durham,CA,39.6462733,-121.7999767
South Oroville,CA,39.4965532,-121.5521921
Palermo,CA,39.4354432,-121.5380243
Chico,CA,39.7284945,-121.8374777
Biggs,CA,39.4123876,-121.7127513
Thermalito,CA,39.5112752,-121.5869154
Mendocino,CA,39.3076744,-123.7994591
Talmage,CA,39.1332266,-123.167782
Linda,CA,39.1276702,-121.5507976
Olivehurst,CA,39.0954484,-121.5521858
Middletown,CA,38.7524045,-122.6149853
Nice,CA,39.1232253,-122.848327
North Lakeport,CA,39.0882903,-122.9054114
Upper Lake,CA,39.1646129,-122.9105515
Colusa,CA,39.2143343,-122.0094175
Dollar Point,CA,39.1879625,-120.0999135
Meadow Vista,CA,39.0010079,-121.0218887
Auburn,CA,38.8965654,-121.0768901
Tahoe Vista,CA,39.2399068,-120.0510249
Colfax,CA,39.1007298,-120.9532759
Sutter,CA,39.1598915,-121.7527482
Diamond Springs,CA,38.6946259,-120.8149355
Shingle Springs,CA,38.6657375,-120.9260509
Pollock Pines,CA,38.7612923,-120.5865935
Davis,CA,38.5449065,-121.7405167
American Canyon,CA,38.1749179,-122.2608044
Calistoga,CA,38.5787966,-122.5797054
Monte Rio,CA,38.4654695,-123.0088886
Occidental,CA,38.4074146,-122.9483307
Cloverdale,CA,38.8054624,-123.0172227
Temelec,CA,38.2665819,-122.4927593
Cotati,CA,38.3268593,-122.7072098
North Highlands,CA,38.6857362,-121.3721745
Orangevale,CA,38.6785145,-121.2257818
Rio Linda,CA,38.6910138,-121.4485654
Rosemont,CA,38.5518508,-121.3646739
Citrus Heights,CA,38.7071247,-121.2810611
Vineyard,CA,38.464488,-121.346917
Walnut Grove,CA,38.2421371,-121.5116197
Wilton,CA,38.4118551,-121.2721709
Isleton,CA,38.1618614,-121.6116206
Amador City,CA,38.4193553,-120.824103
Ione,CA,38.3526913,-120.9327177
Jackson,CA,38.3488024,-120.7741018
Benicia,CA,38.049365,-122.1585777
Dixon,CA,38.4454641,-121.8232958
Dorrington,CA,38.3013054,-120.277139
Mokelumne Hill,CA,38.3004709,-120.7063219
Mountain Ranch,CA,38.2282509,-120.5407599
Murphys,CA,38.1374202,-120.4596437
Rail Road Flat,CA,38.3432471,-120.5121479
Rancho Calaveras,CA,38.1275,-120.8583333
San Andreas,CA,38.1960298,-120.6804872
Vallecito,CA,38.0901992,-120.4735322
Valley Springs,CA,38.1915856,-120.8291033
Wallace,CA,38.1940853,-120.9779962
West Point,CA,38.3990786,-120.527426
Angels,CA,38.0706893,-120.5501372
Soulsbyville,CA,37.9846467,-120.2638005
Mi-Wuk Village,CA,38.0657551,-120.1849105
Mono Vista,CA,37.997702,-120.2699117
Tuolumne City,CA,37.9627027,-120.2412999
Twain Harte,CA,38.0396452,-120.2326891
Dillon Beach,CA,38.2507515,-122.9652768
Muir Beach,CA,37.8621493,-122.5813667
Point Reyes Station,CA,38.0690895,-122.8069356
San Geronimo,CA,38.0132562,-122.6638731
Santa Venetia,CA,37.9985338,-122.5252541
Tomales,CA,38.246307,-122.9055518
Woodacre,CA,38.0127006,-122.645261
Belvedere,CA,37.8727044,-122.4644171
Stinson Beach,CA,37.9004816,-122.6444263
Tamalpais Valley,CA,37.8792233,-122.5381056
Linden,CA,38.0213118,-121.0838313
Lockeford,CA,38.1635297,-121.1499447
Diablo,CA,37.8349258,-121.9580149
Discovery Bay,CA,37.9085357,-121.6002291
Pacheco,CA,37.9835332,-122.0752413
Port Costa,CA,38.0463097,-122.1833005
Rodeo,CA,38.0329771,-122.2669138
Clayton,CA,37.9410341,-121.9357925
Vine Hill,CA,38.0085326,-122.0960753
Antioch,CA,38.0049214,-121.805789
Brentwood,CA,37.931868,-121.6957863
Concord,CA,37.9779777,-122.0310733
Denair,CA,37.526323,-120.7968711
East Oakdale,CA,37.7879834,-120.8038204
Salida,CA,37.7057623,-121.0849369
Shackelford,CA,37.61382,-120.9927111
Ceres,CA,37.5949316,-120.9577098
Westley,CA,37.549376,-121.1991036
San Lorenzo,CA,37.6810422,-122.1244088
Alameda,CA,37.7652065,-122.2416355
Berkeley,CA,37.8715926,-122.272747
Sunol,CA,37.5943781,-121.8885683
Dublin,CA,37.7021521,-121.9357918
Brisbane,CA,37.6897178,-122.3400151
Oakhurst,CA,37.3279997,-119.6493154
Chowchilla,CA,37.1229997,-120.2601754
Yosemite Lakes,CA,37.1910585,-119.772653
Montara,CA,37.5421617,-122.5160892
Moss Beach,CA,37.5274401,-122.5133117
Belmont,CA,37.5202145,-122.2758008
Burlingame,CA,37.5841026,-122.3660825
Daly City,CA,37.7057657,-122.4619166
Delhi,CA,37.4321589,-120.7785354
South Dos Palos,CA,36.9643919,-120.653239
Planada,CA,37.2907749,-120.3185161
Winton,CA,37.389383,-120.6132516
Atwater,CA,37.3477174,-120.609084
Dos Palos,CA,36.9860582,-120.6265722
Del Rey,CA,36.6591171,-119.593744
Shaver Lake,CA,37.104114,-119.3176258
Squaw Valley,CA,36.7402261,-119.246785
Raisin City,CA,36.6024481,-119.9040349
Riverdale,CA,36.431061,-119.8595833
Tranquillity,CA,36.648839,-120.2526596
Clovis,CA,36.8252277,-119.7029194
Coalinga,CA,36.139678,-120.3601496
Huron,CA,36.2027308,-120.1029177
San Martin,CA,37.0849464,-121.6102216
Campbell,CA,37.2871651,-121.9499568
Cupertino,CA,37.3229978,-122.0321823
Darwin,CA,36.2679969,-117.5917348
Shoshone,CA,35.9730179,-116.2711387
